strain	virus	date	region	country	division	location	pangolin_lineage	GISAID_clade
hCoV-19/Colombia/VAC-I-1144051362/2021	ncov	2021-09-28	South America	Colombia	Valle Del Cauca	Cali	AY.25.1	GK
hCoV-19/Colombia/CAU-CSB-10306844/2021	ncov	2021-10-06	South America	Colombia	Cauca	Popayan	AY.25.1	GK
hCoV-19/Colombia/QUI-SAD-24562684/2021	ncov	2021-10-13	South America	Colombia	Quindio	Armenia	AY.101	GK
hCoV-19/Colombia/QUI-LADS-9772805/2021	ncov	2021-10-02	South America	Colombia	Quindio	Armenia	AY.43	GK
hCoV-19/Colombia/QUI-SAD-41949489/2021	ncov	2021-10-04	South America	Colombia	Quindio	Armenia	AY.101	GK
hCoV-19/Colombia/RIS-SAD-42099819/2021	ncov	2021-10-06	South America	Colombia	Risaralda	Dosquebradas	AY.14	GK
hCoV-19/Colombia/VAC-CSB-1107845654/2021	ncov	2021-09-27	South America	Colombia	Valle Del Cauca	Cali	AY.101	GK
hCoV-19/Colombia/QUI-LADS-29220055/2021	ncov	2021-10-01	South America	Colombia	Quindio	Armenia	AY.101	GK
hCoV-19/Colombia/VAC-CSB-1144081029/2021	ncov	2021-10-07	South America	Colombia	Valle Del Cauca	Cali	AY.20	GK
hCoV-19/Colombia/VAC-SAD-1114249398/2021	ncov	2021-10-06	South America	Colombia	Valle Del Cauca	Palmira	AY.20	GK
hCoV-19/Colombia/VAC-SAD-66905776/2021	ncov	2021-10-03	South America	Colombia	Valle Del Cauca	Cali	AY.20	GK
hCoV-19/Colombia/VAC-ASOCLINIC-94064962/2021	ncov	2021-09-26	South America	Colombia	Valle Del Cauca	Cali	AY.26	GK
hCoV-19/Colombia/VAC-CSB-31877479/2021	ncov	2021-10-06	South America	Colombia	Valle Del Cauca	Cali	AY.43	GK
hCoV-19/Colombia/CAU-CSB-10296603/2021	ncov	2021-10-01	South America	Colombia	Cauca	Popayan	AY.118	GK
hCoV-19/Colombia/VAC-SAD-1115070455/2021	ncov	2021-10-07	South America	Colombia	Valle Del Cauca	Buga	AY.25.1	GK
hCoV-19/Colombia/VAC-CSB-1075244091/2021	ncov	2021-09-30	South America	Colombia	Valle Del Cauca	Cali	AY.125	GK
hCoV-19/Colombia/VAC-SAD-79278158/2021	ncov	2021-10-14	South America	Colombia	Valle Del Cauca	Cali	B.1.617.2	GK
hCoV-19/Colombia/VAC-SAD-29541365/2021	ncov	2021-10-01	South America	Colombia	Valle Del Cauca	Palmira	AY.122	GK
hCoV-19/Colombia/VAC-SAD-24467326/2021	ncov	2021-10-09	South America	Colombia	Valle Del Cauca	Cali	AY.100	GK
hCoV-19/Colombia/VAC-CSB-31263803/2021	ncov	2021-09-28	South America	Colombia	Valle Del Cauca	Cali	AY.25.1	GK
hCoV-19/Colombia/VAC-CSB-79552020/2021	ncov	2021-10-06	South America	Colombia	Valle Del Cauca	Cali	AY.20	GK
hCoV-19/Colombia/VAC-SAD-21870337/2021	ncov	2021-10-14	South America	Colombia	Valle Del Cauca	Cali	B.1.617.2	GK
hCoV-19/Colombia/VAC-CSB-1005891052/2021	ncov	2021-09-30	South America	Colombia	Valle Del Cauca	Cali	B.1.621	GH
hCoV-19/Colombia/VAC-CS-14620336/2021	ncov	2021-09-30	South America	Colombia	Valle Del Cauca	Palmira	AY.125	GK
hCoV-19/Colombia/VAC-CSB-1114832308/2021	ncov	2021-10-06	South America	Colombia	Valle Del Cauca	Cali	AY.25.1	GK
hCoV-19/Colombia/VAC-CSB-1107085086/2021	ncov	2021-09-28	South America	Colombia	Valle Del Cauca	Cali	AY.44	GK
hCoV-19/Colombia/VAC-I-1144130777/2021	ncov	2021-09-28	South America	Colombia	Valle Del Cauca	Cali	AY.20	GK
hCoV-19/Colombia/VAC-CS-1143869498/2021	ncov	2021-10-02	South America	Colombia	Valle Del Cauca	Cali	AY.20	GK
hCoV-19/Colombia/VAC-SAD-27357490/2021	ncov	2021-10-05	South America	Colombia	Valle Del Cauca	Cali	B.1.617.2	GK
hCoV-19/Colombia/VAC-SAD-1107092688/2021	ncov	2021-10-03	South America	Colombia	Valle Del Cauca	Cali	AY.100	GK
hCoV-19/Colombia/VAC-CACSB-6441938/2021	ncov	2021-10-06	South America	Colombia	Valle Del Cauca	Palmira	B	G
hCoV-19/Colombia/VAC-CSB-74375218/2021	ncov	2021-09-28	South America	Colombia	Valle Del Cauca	Cali	B.1.617.2	GK
hCoV-19/Colombia/VAC-SAD-1113640800/2021	ncov	2021-10-14	South America	Colombia	Valle Del Cauca	Palmira	B.1.617.2	GK
hCoV-19/Colombia/VAC-CSB-25731046/2021	ncov	2021-09-28	South America	Colombia	Valle Del Cauca	Cali	B.1.617.2	GK
hCoV-19/Colombia/VAC-CSB-1053812969/2021	ncov	2021-10-07	South America	Colombia	Valle Del Cauca	Tulua-Valle	AY.43	GK
hCoV-19/Colombia/VAC-CS-31276552/2021	ncov	2021-09-29	South America	Colombia	Valle Del Cauca	Cali	AY.100	GK
hCoV-19/Colombia/RIS-SAD-107936102101981/2021	ncov	2021-10-15	South America	Colombia	Risaralda		B.1.617.2	GK
hCoV-19/Colombia/QUI-LADS-24573263/2021	ncov	2021-09-29	South America	Colombia	Quindio	Armenia	AY.122	GK
hCoV-19/Colombia/VAC-SAD-1109194621/2021	ncov	2021-10-09	South America	Colombia	Valle Del Cauca	Tulua	B.1.617.2	GK
hCoV-19/Colombia/QUI-SAD-9806137/2021	ncov	2021-10-07	South America	Colombia	Quindio		B.1.617.2	GK
hCoV-19/Colombia/VAC-CSB-29325893/2021	ncov	2021-10-07	South America	Colombia	Valle Del Cauca	Cali	B.1.617.2	GK
hCoV-19/Colombia/VAC-SAD-1144078994/2021	ncov	2021-10-08	South America	Colombia	Valle Del Cauca	Buga-Valle	B.1.617.2	GK
hCoV-19/Colombia/VAC-CSB-1108568213/2021	ncov	2021-10-02	South America	Colombia	Valle Del Cauca	Cali	B.1.617.2	GK
hCoV-19/Colombia/VAC-CSB-1090336086/2021	ncov	2021-10-02	South America	Colombia	Valle Del Cauca	Cali	B.1.617.2	GK
hCoV-19/Colombia/VAC-CSB-17052987/2021	ncov	2021-10-02	South America	Colombia	Valle Del Cauca	Cali	B.1.617.2	GK
hCoV-19/Colombia/CAU-CSB-1062310645/2021	ncov	2021-09-30	South America	Colombia	Cauca	Santander De Quilichao	B.1.617.2	GK
hCoV-19/Colombia/VAC-UV-28934/2021	ncov	2021-10-16	South America	Colombia	Valle Del Cauca	Cali	B.1.617.2	GK
hCoV-19/Colombia/CAU-CSB-34331842/2021	ncov	2021-10-05	South America	Colombia	Cauca	Popayan	B.1.617.2	GK
hCoV-19/Colombia/VAC-SAD-1143872458/2021	ncov	2021-10-08	South America	Colombia	Valle Del Cauca	Cali	AY.44	GK
hCoV-19/Colombia/VAC-CSB-16600641/2021	ncov	2021-09-27	South America	Colombia	Valle Del Cauca	Cali	B.1.617.2	O
hCoV-19/Colombia/VAC-SAD-14622818/2021	ncov	2021-10-05	South America	Colombia	Valle Del Cauca	Cali	AY.43	GK
hCoV-19/Colombia/VAC-CSB-1130602608/2021	ncov	2021-09-27	South America	Colombia	Valle Del Cauca	Cali	AY.20	GK
hCoV-19/Colombia/VAC-CSB-1130634483/2021	ncov	2021-10-08	South America	Colombia	Valle Del Cauca	Cali	AY.100	GK
hCoV-19/Colombia/QUI-SAD-1096035745/2021	ncov	2021-10-04	South America	Colombia	Quindio	Tebaida	B.1.617.2	GK
hCoV-19/Colombia/VAC-CSB-1144048918/2021	ncov	2021-10-07	South America	Colombia	Valle Del Cauca	Cali	AY.20	GK
hCoV-19/Colombia/VAC-UV-28793/2021	ncov	2021-10-04	South America	Colombia	Valle Del Cauca	Cali	AY.44	GK
hCoV-19/Colombia/VAC-SAD-29500663/2021	ncov	2021-10-16	South America	Colombia	Valle Del Cauca	Florida	AY.25	GK
hCoV-19/Colombia/CAU-CSB-1072991147/2021	ncov	2021-10-01	South America	Colombia	Valle Del Cauca	Popayan	B.1.621	GH
hCoV-19/Colombia/VAC-CSB-1061436270/2021	ncov	2021-09-29	South America	Colombia	Valle Del Cauca	Cali	AY.43	GK
hCoV-19/Colombia/VAC-UV-28769/2021	ncov	2021-08-14	South America	Colombia	Valle Del Cauca	Cali	AY.26	GK
hCoV-19/Colombia/VAC-CSB-16798218/2021	ncov	2021-09-27	South America	Colombia	Valle Del Cauca	Cali	B.1.621	GH
hCoV-19/Colombia/VAC-CSB-20130757/2021	ncov	2021-09-16	South America	Colombia	Valle Del Cauca	Cali	Unassigned	G
hCoV-19/Colombia/VAC-CSB-31910067/2021	ncov	2021-10-02	South America	Colombia	Valle Del Cauca	Cali	Unassigned	G
hCoV-19/Colombia/VAC-CSB-66705016/2021	ncov	2021-09-30	South America	Colombia	Valle Del Cauca	Cali	Unassigned	G
hCoV-19/Colombia/VAC-CSB-1130604218/2021	ncov	2021-10-15	South America	Colombia	Valle del Cauca	Cali	AY.25.1	GK
hCoV-19/Colombia/VAC-CSB-24310589/2021	ncov	2021-11-10	South America	Colombia	Valle Del Cauca	Cali	AY.20	GK
hCoV-19/Colombia/VAC-CSB-32119938/2021	ncov	2021-11-10	South America	Colombia	Valle Del Cauca	Cali	AY.44	GK
hCoV-19/Colombia/VAC-CSB-26489352/2021	ncov	2021-10-15	South America	Colombia	Valle del Cauca	Cali	AY.122	GK
hCoV-19/Colombia/CAU-CSB-1144087850/2021	ncov	2021-10-01	South America	Colombia	Cauca	Santander de Quilichao	AY.100	GK
hCoV-19/Colombia/VAC-CSB-16288587/2021	ncov	2021-10-14	South America	Colombia	Valle del Cauca	Cali	AY.44	GK
hCoV-19/Colombia/VAC-CSB-29650119/2021	ncov	2021-10-12	South America	Colombia	Valle del Cauca	Cali	AY.25.1	GK
hCoV-19/Colombia/VAC-CSB-29038468/2021	ncov	2021-10-14	South America	Colombia	Valle del Cauca	Cali	AY.25.1	GK
hCoV-19/Colombia/VAC-CSB-29110297/2021	ncov	2021-10-13	South America	Colombia	Valle del Cauca	Cali	AY.125	GK
hCoV-19/Colombia/VAC-CSB-1107529090/2021	ncov	2021-10-13	South America	Colombia	Valle del Cauca	Cali	AY.20	GK
hCoV-19/Colombia/VAC-CSB-1110283565/2021	ncov	2021-10-11	South America	Colombia	Valle del Cauca	Cali	B.1.617.2	GK
hCoV-19/Colombia/VAC-CSB-1059914110/2021	ncov	2021-10-12	South America	Colombia	Valle del Cauca	Cali	AY.20	GK
hCoV-19/Colombia/VAC-CSB-16839918/2021	ncov	2021-10-07	South America	Colombia	Valle del Cauca	Cali	AY.100	GK
hCoV-19/Colombia/VAC-CSB-1144142499/2021	ncov	2021-10-09	South America	Colombia	Valle del Cauca	Cali	AY.20	GK
hCoV-19/Colombia/VAC-CSB-31919649/2021	ncov	2021-10-11	South America	Colombia	Valle del Cauca	Cali	AY.25	GK
hCoV-19/Colombia/VAC-CSB-16843436/2021	ncov	2021-10-07	South America	Colombia	Valle del Cauca	Cali	B.1.621	GH
hCoV-19/Colombia/VAC-UV-29128/2021	ncov	2021-11-04	South America	Colombia	Valle del Cauca	Cali	AY.122	GK
hCoV-19/Colombia/VAC-UV-29053/2021	ncov	2021-10-17	South America	Colombia	Valle del Cauca	Cali	AY.42	GK
hCoV-19/Colombia/VAC-UV-29079/2021	ncov	2021-11-01	South America	Colombia	Valle del Cauca	Cali	AY.122.4	GK
hCoV-19/Colombia/VAC-CSB-1110293165/2021	ncov	2021-10-11	South America	Colombia	Valle del Cauca	Cali	AY.100	GK
hCoV-19/Colombia/VAC-CSB-1002806095/2021	ncov	2021-10-18	South America	Colombia	Valle del Cauca	Cali	AY.25.1	GK
hCoV-19/Colombia/VAC-UV-29092/2021	ncov	2021-11-03	South America	Colombia	Valle del Cauca	Cali	AY.9.2	GK
hCoV-19/Colombia/VAC-UV-29104/2021	ncov	2021-10-31	South America	Colombia	Valle del Cauca	Cali	AY.20	GK
hCoV-19/Colombia/VAC-CSB-31967866/2021	ncov	2021-10-13	South America	Colombia	Valle del Cauca	Cali	AY.99	GK
hCoV-19/Colombia/VAC-CSB-38684720/2021	ncov	2021-10-19	South America	Colombia	Valle del Cauca	Cali	AY.44	GK
hCoV-19/Colombia/VAC-CSB-20308120/2021	ncov	2021-10-15	South America	Colombia	Valle del Cauca	Cali	AY.20	GK
hCoV-19/Colombia/VAC-CSB-25561657/2021	ncov	2021-10-17	South America	Colombia	Valle del Cauca	Cali	AY.122	GK
hCoV-19/Colombia/VAC-CSB-1112063895/2021	ncov	2021-10-17	South America	Colombia	Valle del Cauca	Cali	B.1.617.2	GK
hCoV-19/Colombia/VAC-CSB-1107867850/2021	ncov	2021-10-15	South America	Colombia	Valle del Cauca	Cali	AY.20	GK
hCoV-19/Colombia/VAC-CSB-26427872/2021	ncov	2021-10-15	South America	Colombia	Valle del Cauca	Cali	AY.122	GK
hCoV-19/Colombia/VAC-CSB-4902834/2021	ncov	2021-10-15	South America	Colombia	Valle del Cauca	Cali	AY.122	GK
hCoV-19/Colombia/VAC-CSB-29857886/2021	ncov	2021-10-11	South America	Colombia	Valle del Cauca	Cali	AY.42	GK
hCoV-19/Colombia/VAC-CSB-1144206737/2021	ncov	2021-10-13	South America	Colombia	Valle del Cauca	Cali	AY.101	GK
hCoV-19/Colombia/CAU-CSB-1058936199/2021	ncov	2021-10-13	South America	Colombia	Cauca	Popayan	B.1.617.2	GK
hCoV-19/Colombia/VAC-CSB-94394902/2021	ncov	2021-10-14	South America	Colombia	Valle del Cauca	Cali	B.1.617.2	GK
hCoV-19/Colombia/VAC-CSB-1144187629/2021	ncov	2021-10-11	South America	Colombia	Valle del Cauca	Cali	B.1.621.2	G
hCoV-19/Colombia/VAC-CSB-94298534/2021	ncov	2021-10-11	South America	Colombia	Valle del Cauca	Cali	AY.43	GK
hCoV-19/Colombia/VAC-CSB-38558570/2021	ncov	2021-10-08	South America	Colombia	Valle del Cauca	Cali	AY.122	GK
hCoV-19/Colombia/VAC-CSB-1232814098/2021	ncov	2021-10-11	South America	Colombia	Valle del Cauca	Cali	AY.122	GK
hCoV-19/Colombia/VAC-CSB-29510965/2021	ncov	2021-10-08	South America	Colombia	Valle del Cauca	Cali	AY.112	GK
hCoV-19/Colombia/VAC-CSB-14636940/2021	ncov	2021-10-13	South America	Colombia	Valle del Cauca	Cali	AY.101	GK
hCoV-19/Colombia/VAC-CSB-31486933/2021	ncov	2021-10-12	South America	Colombia	Valle del Cauca	Cali	AY.100	GK
hCoV-19/Colombia/VAC-CSB-7414467/2021	ncov	2021-10-12	South America	Colombia	Valle del Cauca	Cali	AY.125	GK
hCoV-19/Colombia/VAC-CSB-38670765/2021	ncov	2021-10-12	South America	Colombia	Valle del Cauca	Cali	B.1.621	GH
hCoV-19/Colombia/VAC-CSB-29642952/2021	ncov	2021-10-13	South America	Colombia	Valle del Cauca	Cali	AY.25	GK
hCoV-19/Colombia/VAC-SAD-1143855910/2021	ncov	2021-10-23	South America	Colombia	Valle del Cauca	Cali	AY.122	GK
hCoV-19/Colombia/VAC-SAD-1087203598/2021	ncov	2021-10-23	South America	Colombia	Valle del Cauca	Cali	B.1.617.2	GK
hCoV-19/Colombia/RIS-SAD-1088040375/2021	ncov	2021-10-21	South America	Colombia	Risaralda	DOS QUEBRADAS	AY.39	GK
hCoV-19/Colombia/QUI-SAD-1231691/2021	ncov	2021-10-18	South America	Colombia	Quindio	ARMENIA	AY.20	GK
hCoV-19/Colombia/VAC-SAD-31985344/2021	ncov	2021-10-16	South America	Colombia	Valle del Cauca	Cali	AY.122	GK
hCoV-19/Colombia/VAC-SAD-1143963318/2021	ncov	2021-10-23	South America	Colombia	Valle del Cauca	Cali	AY.20	GK
hCoV-19/Colombia/VAC-SAD-205647/2021	ncov	2021-10-26	South America	Colombia	Valle del Cauca	Cali	AY.44	GK
hCoV-19/Colombia/VAC-CSB-2852271/2021	ncov	2021-10-21	South America	Colombia	Valle del Cauca	Cali	AY.25	GK
hCoV-19/Colombia/VAC-CSB-66949933/2021	ncov	2021-10-22	South America	Colombia	Valle del Cauca	Cali	AY.43	GK
hCoV-19/Colombia/VAC-CSB-66847903/2021	ncov	2021-10-24	South America	Colombia	Valle del Cauca	Cali	B.1.621	GH
hCoV-19/Colombia/VAC-LADS-66999422/2021	ncov	2021-11-10	South America	Colombia	Valle del Cauca	Cali	B.1.621.2	GH
hCoV-19/Colombia/VAC-CSB-17144582/2021	ncov	2021-10-23	South America	Colombia	Valle del Cauca	Cali	AY.43	GK
hCoV-19/Colombia/VAC-CSB-1144059698/2021	ncov	2021-10-27	South America	Colombia	Valle del Cauca	Cali	B.1.621.2	GH
hCoV-19/Colombia/VAC-CSB-2406112/2021	ncov	2021-10-27	South America	Colombia	Valle del Cauca	Cali	AY.25.1	GK
hCoV-19/Colombia/VAC-CSB-31409426/2021	ncov	2021-10-28	South America	Colombia	Valle del Cauca	Cali	AY.43	GK
hCoV-19/Colombia/VAC-LADS-10168204/2021	ncov	2021-10-22	South America	Colombia	Valle del Cauca	Cali	AY.25.1	GK
hCoV-19/Colombia/VAC-LADS-1108567942/2021	ncov	2021-10-22	South America	Colombia	Valle del Cauca	Cali	AY.20	GK
hCoV-19/Colombia/VAC-LADS-1232796464/2021	ncov	2021-10-22	South America	Colombia	Valle del Cauca	Cali	AY.43	GK
hCoV-19/Colombia/VAC-LADS-29177567/2021	ncov	2021-10-25	South America	Colombia	Valle del Cauca	Cali	AY.20	GK
hCoV-19/Colombia/RIS-LADS-149015226/2021	ncov	2021-10-25	South America	Colombia	Risaralda	PEREIRA	AY.44	GK
hCoV-19/Colombia/RIS-LADS-1089636322/2021	ncov	2021-10-24	South America	Colombia	Risaralda	PEREIRA	AY.44	GK
hCoV-19/Colombia/VAC-LADS-43843836/2021	ncov	2021-10-26	South America	Colombia	Valle del Cauca	Cali	AY.25	GK
hCoV-19/Colombia/VAC-LADS-1109681498/2021	ncov	2021-10-27	South America	Colombia	Valle del Cauca	Cali	AY.122	GK
hCoV-19/Colombia/VAC-LADS-1113518765/2021	ncov	2021-10-27	South America	Colombia	Valle del Cauca	Cali	AY.43	GK
hCoV-19/Colombia/un-FVL-1112061662/2021	ncov	2021-10-21	South America	Colombia			AY.43	GK
hCoV-19/Colombia/un-FVL-1107058662/2021	ncov	2021-10-29	South America	Colombia			AY.39	GK
hCoV-19/Colombia/VAC-LCSS-TI1113633528/2021	ncov	2021-11-01	South America	Colombia	Valle del Cauca	PALMIRA	AY.44	GK
hCoV-19/Colombia/VAC-LCSS-1144195783/2021	ncov	2021-11-02	South America	Colombia	Valle del Cauca	Cali	AY.122	GK
hCoV-19/Colombia/CAL-LCSS-10288689/2021	ncov	2021-11-08	South America	Colombia	CALDAS		AY.122	GK
hCoV-19/Colombia/VAC-LCSS-29085260/2021	ncov	2021-11-01	South America	Colombia	Valle del Cauca	Cali	AY.101	GK
hCoV-19/Colombia/VAC-LCSS-1006100705/2021	ncov	2021-10-28	South America	Colombia	Valle del Cauca		B.1.617.2	GK
hCoV-19/Colombia/VAC-CSB-83183764/2021	ncov	2021-11-06	South America	Colombia	Valle del Cauca	JAMUNDI	AY.43	GK
hCoV-19/Colombia/VAC-CSB-16617042/2021	ncov	2021-11-05	South America	Colombia	Valle del Cauca	Cali	AY.43	GK
hCoV-19/Colombia/VAC-CSB-6287021/2021	ncov	2021-11-07	South America	Colombia	Valle del Cauca	Cali	AY.25.1	GK
hCoV-19/Colombia/VAC-CSB-29056798/2021	ncov	2021-11-08	South America	Colombia	Valle del Cauca	Cali	AY.43	GK
hCoV-19/Colombia/VAC-LADS-16263841/2021	ncov	2021-11-05	South America	Colombia	Valle del Cauca	Cali	AY.20	GK
hCoV-19/Colombia/VAC-LADS-1107093954/2021	ncov	2021-11-06	South America	Colombia	Valle del Cauca	Cali	AY.122	GK
hCoV-19/Colombia/VAC-LADS-31865158/2021	ncov	2021-11-05	South America	Colombia	Valle del Cauca	Cali	AY.25	GK
hCoV-19/Colombia/QUI-LADS-79154399/2021	ncov	2021-11-05	South America	Colombia	Quindio	ARMENIA	AY.101	GK
hCoV-19/Colombia/QUI-LADS-1092858290/2021	ncov	2021-11-10	South America	Colombia	Quindio	ARMENIA	AY.20	GK
hCoV-19/Colombia/VAC-CSB-94512833/2021	ncov	2021-11-08	South America	Colombia	Valle del Cauca	Cali	AY.20	GK
hCoV-19/Colombia/VAC-CSB-21111341/2021	ncov	2021-10-15	South America	Colombia	Valle del Cauca	Cali	AY.101	GK
hCoV-19/Colombia/VAC-CSB-29661718/2021	ncov	2021-10-15	South America	Colombia	Valle del Cauca	Cali	AY.25.1	GK
hCoV-19/Colombia/VAC-UV-20030207/2022	ncov	2022-01-03	South America	Colombia	Valle del Cauca	Cali	AY.25.1	GK
hCoV-19/Colombia/CAU-CSB-10303766/2021	ncov	2021-11-04	South America	Colombia	Cauca	POPAYAN	AY.101	GK
hCoV-19/Colombia/VAC-CSB-1130625935/2021	ncov	2021-10-15	South America	Colombia	Valle del Cauca	Cali	AY.39	GK
hCoV-19/Colombia/VAC-SAD-24470819/2021	ncov	2021-10-24	South America	Colombia	Valle Del Cauca	Cali	AY.100	GK
hCoV-19/Colombia/VAC-CSB-29222866/2021	ncov	2021-10-20	South America	Colombia	Valle del Cauca	Cali	B.1.621.2	GH
hCoV-19/Colombia/VAC-UV-28991/2021	ncov	2021-10-22	South America	Colombia	Valle del Cauca	Cali	AY.43	GK
hCoV-19/Colombia/VAC-UV-29273/2021	ncov	2021-11-17	South America	Colombia	Valle Del Cauca	Cali	AY.25.1	GK
hCoV-19/Colombia/VAC-UV-28633/2021	ncov	2021-10-08	South America	Colombia	Valle del Cauca	Cali	AY.101	GK
hCoV-19/Colombia/VAC-HUV-202108300490/2021	ncov	2021-08-30	South America	Colombia	Valle del Cauca	Cali	AY.43	GK
hCoV-19/Colombia/VAC-I-66983005/2021	ncov	2021-09-10	South America	Colombia	Valle del Cauca	Cali	AY.44	GK
hCoV-19/Colombia/VAC-UV-28392/2021	ncov	2021-09-29	South America	Colombia	Valle del Cauca	Cali	AY.26	GK
hCoV-19/Colombia/VAC-UV-28584/2021	ncov	2021-10-06	South America	Colombia	Valle del Cauca	Palmira	B.1.621.2	GH
hCoV-19/Colombia/VAC-HUV-202109030479/2021	ncov	2021-09-03	South America	Colombia	Valle del Cauca	Cali	B.1.621	GH
hCoV-19/Colombia/VAC-UV-20030007/2021	ncov	2021-12-27	South America	Colombia	Valle del Cauca	Cali	AY.25.1	GK
hCoV-19/Colombia/VAC-UV-29287/2021	ncov	2021-11-17	South America	Colombia	Valle Del Cauca	Cali	AY.43	GK
hCoV-19/Colombia/VAC-UV-29112/2021	ncov	2021-11-02	South America	Colombia	Valle del Cauca	Cali	AY.25	GK
hCoV-19/Colombia/VAC-UV-29157/2021	ncov	2021-11-07	South America	Colombia	Valle del Cauca	Cali	AY.125	GK
hCoV-19/Colombia/VAC-LADS-1105372714/2021	ncov	2021-11-08	South America	Colombia	Valle del Cauca	Cali	AY.122	GK
hCoV-19/Colombia/VAC-UV-29403/2021	ncov	2021-11-24	South America	Colombia	Valle Del Cauca	Cali	AY.25.1	GK
hCoV-19/Colombia/VAC-UV-20027726/2021	ncov	2021-09-01	South America	Colombia	Valle del Cauca	Cali	AY.113	GK
hCoV-19/Colombia/VAC-LADS-12907447/2021	ncov	2021-11-02	South America	Colombia	Valle del Cauca	Cali	AY.43	GK
hCoV-19/Colombia/VAC-UV-20027546/2021	ncov	2021-08-25	South America	Colombia	Valle del Cauca	Cali	P.1	GR
hCoV-19/Colombia/VAC-UV-20027264/2021	ncov	2021-08-16	South America	Colombia	Valle del Cauca	Cali	B.1.621	GH
hCoV-19/Colombia/VAC-UV-20027452/2021	ncov	2021-08-22	South America	Colombia	Valle del Cauca	Cali	B.1.621	GH
hCoV-19/Colombia/VAC-UV-20027480/2021	ncov	2021-08-24	South America	Colombia	Valle del Cauca	Buenaventura	B.1.621	GH
hCoV-19/Colombia/VAC-UV-20027516/2021	ncov	2021-08-24	South America	Colombia	Valle del Cauca	Cali	B.1.621	GH
hCoV-19/Colombia/VAC-UV-20027619/2021	ncov	2021-08-30	South America	Colombia	Valle del Cauca	Cali	B.1.621	GH
hCoV-19/Colombia/VAC-UV-20025918/2021	ncov	2021-06-30	South America	Colombia	Valle del Cauca	Cali	B.1.621	GH
hCoV-19/Colombia/VAC-UV-20025921/2021	ncov	2021-06-30	South America	Colombia	Valle del Cauca	Cali	B.1.621	GH
hCoV-19/Colombia/VAC-UV-20025938/2021	ncov	2021-06-30	South America	Colombia	Valle del Cauca	Cali	B.1.621	GH
hCoV-19/Colombia/VAC-UV-20025944/2021	ncov	2021-06-30	South America	Colombia	Valle del Cauca	Cali	B.1.621	GH
hCoV-19/Colombia/VAC-UV-20026390/2021	ncov	2021-07-13	South America	Colombia	Valle del Cauca	Cali	C.37	GR
hCoV-19/Colombia/VAC-UV-20026397/2021	ncov	2021-07-13	South America	Colombia	Valle del Cauca	Cali	C.37	GR
hCoV-19/Colombia/VAC-UV-20026403/2021	ncov	2021-07-14	South America	Colombia	Valle del Cauca	Cali	C.37	GR
hCoV-19/Colombia/VAC-UV-20026423/2021	ncov	2021-07-14	South America	Colombia	Valle del Cauca	Cali	B.1.621	GH
hCoV-19/Colombia/VAC-UV-20026515/2021	ncov	2021-07-17	South America	Colombia	Valle del Cauca	Cali	B.1.621	GH
hCoV-19/Colombia/VAC-UV-20026546/2021	ncov	2021-07-19	South America	Colombia	Valle del Cauca	Cali	B.1.621	GH
hCoV-19/Colombia/VAC-UV-20026620/2021	ncov	2021-07-21	South America	Colombia	Valle del Cauca	Cali	B.1.621	GH
hCoV-19/Colombia/VAC-UV-20026671/2021	ncov	2021-07-23	South America	Colombia	Valle del Cauca	Cali	B.1.621	GH
hCoV-19/Colombia/VAC-LCSS-21081802647-86/2021	ncov	2021-08-18	South America	Colombia	Valle del Cauca	Jamundi	AY.25.1	GK
hCoV-19/Colombia/VAC-HUV-202108010198.30/2021	ncov	2021-07-31	South America	Colombia	Valle del Cauca	Cali	B.1.621	GH
hCoV-19/Colombia/VAC-SAD-1116374722/2021	ncov	2021-10-25	South America	Colombia	Valle Del Cauca	Yumbo	AY.20	GK
hCoV-19/Colombia/VAC-CSB-16539102/2021	ncov	2021-11-11	South America	Colombia	Valle Del Cauca	Cali	B.1.617.2	GK
hCoV-19/Colombia/VAC-UV-20030208/2022	ncov	2022-01-04	South America	Colombia	Valle del Cauca	Cali	AY.122	GK
hCoV-19/Colombia/VAC-LCSS-1144039197/2021	ncov	2021-11-08	South America	Colombia	Valle del Cauca	Cali	B.1.617.2	GK
hCoV-19/Colombia/VAC-UV-20029925/2021	ncov	2021-12-22	South America	Colombia	Valle del Cauca	Cali	AY.42	GK
hCoV-19/Colombia/un-FVL-31205935/2021	ncov	2021-01-01	South America	Colombia			AY.42	GK
hCoV-19/Colombia/VAC-LCSS-31137798/2021	ncov	2021-11-05	South America	Colombia	Valle del Cauca	Cali	AY.43	GK
hCoV-19/Colombia/VAC-UV-29679/2021	ncov	2021-12-09	South America	Colombia	Valle Del Cauca	Cali	AY.125	GK
hCoV-19/Colombia/VAC-CSB-29115566/2021	ncov	2021-10-16	South America	Colombia	Valle del Cauca	Cali	AY.101	GK
hCoV-19/Colombia/VAC-UV-29099/2021	ncov	2021-11-02	South America	Colombia	Valle del Cauca	Cali	AY.125	GK
hCoV-19/Colombia/VAC-CSB-1130613441/2021	ncov	2021-10-14	South America	Colombia	Valle del Cauca	Cali	AY.44	GK
